id,title,vote_count,vote_average,year
85949,Collision Earth,11.0,6.0,2011
122515,The Great Bank Hoax,0.0,0.0,1978
58704,The Wonderful World of Puss 'n Boots,3.0,5.3,1969
101520,Reel Injun,8.0,7.1,2009
70387,A Man Called Sledge,11.0,6.5,1970
76142,Cameraman: The Life and Work of Jack Cardiff,9.0,7.4,2010
57809,Six Degrees of Celebration,16.0,6.1,2010
85317,Six Degrees of Celebration 2,14.0,6.8,2011
57343,This Time Around,11.0,5.2,2003
43711,Enid,6.0,6.2,2009
76651,Jenny,0.0,0.0,1936
244115,The Straits of Love and Hate,0.0,0.0,1937
52517,State Fair,6.0,5.3,1933
50698,Grave Encounters,385.0,6.2,2011
48492,Detective Dee and the Mystery of the Phantom Flame,101.0,6.5,2010
118911,Hurry Sundown,5.0,6.4,1967
56126,Batch '81,3.0,4.2,1982
153845,The Eleventh Year,4.0,7.0,1928
409900,Forever Yours,1.0,5.0,2011
38371,The Career of Nikos Dyzma,7.0,6.1,2002
14224,E=mc²,8.0,6.7,2002
76726,Chronicle,1965.0,6.6,2012
65086,The Woman in Black,1237.0,6.1,2012
148033,Dottie Gets Spanked,5.0,6.2,1993
80125,Woman in Love,51.0,6.3,2011
107056,The Dancing Hawk,0.0,0.0,1978
52850,Toast,72.0,6.3,2010
64678,The Art of Getting By,430.0,6.4,2011
57400,The Human Resources Manager,6.0,7.2,2011
93834,The Overcoat,4.0,5.0,1952
67911,Bucky Larson: Born to Be a Star,51.0,4.4,2011
66120,The Monk,32.0,5.8,2011
25058,Can Mr. Smith Get to Washington Anymore?,0.0,0.0,2006
42457,A Doll's House,8.0,5.6,1973
26223,The Canyon,28.0,5.9,2009
108688,Cass Timberlane,1.0,6.0,1947
192695,All Watched Over by Machines of Loving Grace,10.0,8.1,2011
42409,Yes: 9012 live,1.0,0.0,1985
212713,Kisses For My President,1.0,6.0,1964
75170,Third Star,47.0,7.5,2010
30849,Living Proof,2.0,3.0,2008
15167,Barbie in the Nutcracker,182.0,6.4,2001
13976,Dylan Moran: Monster,14.0,7.8,2004
13586,"Dylan Moran: Like, Totally...",11.0,7.5,2006
26118,Dylan Moran: What It Is,11.0,7.6,2009
79133,"Dylan Moran: Yeah, Yeah",9.0,7.5,2011
59961,Safe House,1361.0,6.3,2012
72570,The Vow,1328.0,7.0,2012
63749,Swamp Shark,28.0,4.3,2011
49354,Moon of the Wolf,7.0,5.4,1972
76399,She Gods of Shark Reef,3.0,3.0,1958
39276,King Kong Escapes,21.0,5.9,1967
94209,The Chocolate Soldier,0.0,0.0,1941
72338,Frisco Jenny,4.0,5.3,1932
25143,My Boy Jack,19.0,6.5,2007
80379,Louis C.K.: Live at the Beacon Theater,80.0,8.1,2011
69266,Special Bulletin,4.0,6.8,1983
84797,As Luck Would Have It,19.0,5.8,2011
75000,The Black Power Mixtape 1967-1975,6.0,7.7,2011
130090,The Girl from Jones Beach,1.0,5.5,1949
14205,Holding Trevor,13.0,4.7,2007
29268,Castle of Sand,8.0,7.5,1974
63217,At Home by Myself... with You,0.0,0.0,2009
54146,Pitfall,21.0,7.1,1962
288094,Casual Relations,0.0,0.0,1974
84028,Warsaw Bridge,1.0,5.0,1989
78480,Monsieur Lazhar,82.0,6.6,2011
108222,Tin Pan Alley,1.0,5.0,1940
125695,BookWars,0.0,0.0,2000
144611,Kino Eye,4.0,7.8,1924
92670,Silence,12.0,7.1,1971
84200,"For a Good Time, Call...",111.0,5.8,2012
37621,The Jodorowsky Constellation,6.0,6.1,1994
99254,Casey Jones,4.0,3.8,2011
73700,Janie Jones,13.0,6.2,2010
91181,Thirteen Women,6.0,5.7,1932
72545,Journey 2: The Mysterious Island,1050.0,5.8,2012
124847,Stella Does Tricks,5.0,6.2,1997
86099,Valerie,3.0,6.7,2007
253105,The Boys,8.0,6.6,1962
112485,Hoodoo Ann,3.0,5.3,1916
51999,Perfect Sense,298.0,6.9,2011
47763,The Shrine,81.0,5.8,2010
16702,Israeli Intelligence,2.0,4.3,2007
126016,Johnny Cash at Folsom Prison,0.0,0.0,2008
83716,Fake,3.0,5.0,2010
84001,Forest of Bliss,2.0,6.0,1986
278458,The Artist,3.0,6.8,2008
79940,Tim and Eric's Billion Dollar Movie,35.0,5.2,2012
43459,The Pearl,5.0,8.3,1947
189076,Kuningasjätkä,5.0,5.8,1998
64029,Rollo and the Spirit of the Woods,6.0,7.0,2001
29483,Beautiful Kate,22.0,6.0,2009
88491,Chapiteau-Show,13.0,6.8,2011
404471,Pölynimurikauppiaat,0.0,0.0,1900
79362,Sommer der Gaukler,1.0,6.0,2011
53174,Kokowaah,103.0,6.4,2011
84259,Hearts of the West,4.0,5.1,1975
71184,When Love Is Not Enough: The Lois Wilson Story,5.0,4.4,2010
37464,Monstrosity,10.0,2.3,1963
85988,Sixpack,6.0,5.3,2011
84917,The City Dark,3.0,8.7,2012
75469,Oka!,2.0,2.5,2011
83732,Bombay Beach,7.0,6.5,2011
215478,The Little Mermaid,4.0,7.0,1976
30596,Bodyguards and Assassins,58.0,6.5,2009
75948,The Sorcerer and the White Snake,58.0,5.6,2011
81870,Flying Swords of Dragon Gate,56.0,6.0,2011
29564,Smokin' Aces 2: Assassins' Ball,88.0,5.4,2010
71771,Knuckle,11.0,5.1,2011
16564,Winter in Wartime,66.0,6.8,2008
110603,The Three Musketeers,2.0,7.0,1939
98079,Untamed Youth,3.0,2.3,1957
96771,God's Gift To Women,0.0,0.0,1931
115656,Ricky Rapper and the Bicycle Thief,1.0,4.0,2010
14933,The Truth About Love,23.0,4.2,2005
73921,Plans for Tomorrow,1.0,5.0,2010
81111,Born to Be Bad,3.0,4.7,1934
106199,Así es la vida...,2.0,5.0,2000
147621,The Mysterious X,4.0,6.3,1914
247500,Le 7ème juré,6.0,5.8,2008
29750,Metallica: A Year and a Half in the Life Of...,7.0,6.8,1992
31400,Balkan Spy,10.0,7.4,1984
81716,We Were Here,16.0,7.6,2011
140632,Hot Summer Week,0.0,0.0,1972
51578,Happy End,11.0,7.2,1967
82762,New York in the 50's,0.0,0.0,2001
70954,The Hunter,237.0,6.7,2011
74471,The Dead,65.0,5.8,2010
108155,The Love Trap,0.0,0.0,1929
35671,Kaleidoscope,2.0,6.5,1966
71676,Ghost Rider: Spirit of Vengeance,1163.0,4.7,2011
77459,A Monster in Paris,323.0,6.5,2011
158920,The Souler Opposite,0.0,0.0,1998
163937,Film About a Woman Who…,2.0,7.0,1974
178595,"DOS μια ιστορία αγάπης, απ' την ανάποδη",2.0,4.0,2011
21634,Prayers for Bobby,99.0,7.5,2009
70374,Little Criminals,8.0,7.6,1995
44053,Bustin' Down the Door,0.0,0.0,2008
27902,Love Wrecked,137.0,4.8,2005
55802,The World According to Ion B.,2.0,8.3,2009
186755,Territorio comanche,0.0,0.0,1997
53798,Father Takes a Wife,1.0,5.0,1941
54507,A Very Potter Musical,20.0,7.7,2009
59017,A Very Potter Sequel,12.0,7.2,2010
105983,Once Upon a Time in the North,8.0,5.9,2012
51875,Miss Nobody,15.0,4.3,2010
73936,Retreat,83.0,5.5,2011
46504,Guy and Madeline on a Park Bench,11.0,6.0,2009
147886,The Great Sinner,2.0,6.3,1949
80030,Her Highness and the Bellboy,4.0,4.5,1945
26397,The Civil War,15.0,9.2,1990
83860,October Baby,35.0,6.8,2011
79890,Khodorkovsky,7.0,3.6,2011
81675,The Bear,1.0,4.5,2011
98096,Live Music,0.0,0.0,2009
59045,Ro.Go.Pa.G.,7.0,7.4,1963
43026,Paris Belongs to Us,12.0,6.8,1961
168210,Bag of Bones,41.0,5.8,2011
62116,Mozart's Sister,13.0,6.2,2010
70876,Seven Days in Utopia,20.0,5.1,2011
57243,The Women on the 6th Floor,90.0,6.6,2010
29694,One of Our Dinosaurs Is Missing,16.0,5.6,1975
52454,Mega Shark vs. Crocosaurus,39.0,2.7,2010
71672,Wrong Turn 4: Bloody Beginnings,221.0,5.2,2011
144454,Moscow Clad in Snow,4.0,6.5,1909
77495,Sleep Tight,206.0,7.0,2011
55198,The Munekata Sisters,0.0,0.0,1950
71254,Arena,90.0,5.0,2011
202941,Mail Order Bride,0.0,0.0,1964
27709,The Satan Bug,11.0,5.6,1965
53033,Poppy Shakespeare,0.0,0.0,2008
32708,Freedom,2.0,8.0,2000
276220,The Price of Forgiveness,0.0,0.0,2001
36427,I Saw Mommy Kissing Santa Claus,3.0,3.8,2002
45569,Red Hill,55.0,6.2,2010
17790,Zone Troopers,10.0,3.6,1985
15086,La Patinoire,1.0,7.0,1998
48458,The Secret Glory,6.0,6.2,2001
85883,The Woman Who Drinks,1.0,8.0,2001
25831,The Prince and the Pauper,32.0,6.7,1990
116231,Another Woman's Life,23.0,6.1,2012
52264,A Cat in Paris,68.0,6.5,2010
77076,Dr. Goldfoot and the Girl Bombs,8.0,5.3,1966
79707,Children Who Chase Lost Voices,137.0,7.1,2011
79548,Gone,346.0,5.9,2012
184507,The Plastic Age,1.0,5.0,1925
72213,Courageous,77.0,6.8,2011
17345,Flywheel,20.0,6.8,2003
57214,Project X,1624.0,6.5,2012
73723,The Lorax,1048.0,6.3,2012
25228,Darling,5.0,6.8,2007
73937,The Big Year,252.0,5.6,2011
214349,The Liar,1.0,7.0,1981
399229,Kovat Miehet,1.0,7.0,1999
18705,Mr. Moto's Last Warning,6.0,5.5,1939
75674,Act of Valor,420.0,6.3,2012
38674,Trailer Park Boys,21.0,7.4,1999
46813,Don Quixote,2.0,2.5,1933
82620,Undefeated,24.0,7.9,2011
59962,This Means War,1411.0,5.9,2012
53418,One A.M.,17.0,6.3,1916
53420,The Cure,24.0,6.4,1917
53410,The Bank,10.0,6.4,1915
53403,A Night Out,10.0,5.5,1915
77669,The Earth Dies Screaming,15.0,6.1,1964
26642,The Dark Side of the Sun,18.0,4.7,1988
49529,John Carter,2170.0,6.1,2012
123320,Canned Dreams,1.0,10.0,2012
53424,Sunnyside,16.0,6.4,1919
44246,When We Leave,24.0,6.9,2010
59974,Genius Within: The Inner Life of Glenn Gould,4.0,6.9,2009
85963,Great Directors,6.0,6.2,2010
196784,Something Big,2.0,4.5,1971
119364,The Take,1.0,8.0,1974
74406,Queen: Days of Our Lives,13.0,6.7,2011
53414,Police,14.0,6.1,1916
53419,Behind the Screen,14.0,6.8,1916
47650,Easy Street,31.0,7.0,1917
68450,The Art of Flight,70.0,8.3,2011
79108,Starbuck,165.0,6.8,2011
64288,Forks Over Knives,46.0,7.0,2011
167112,Deserter,1.0,5.0,1933
288098,Skies Above the Landscape,0.0,0.0,2006
46101,United Red Army,8.0,6.1,2007
74387,Goon,338.0,6.5,2012
267197,Landscape with a Woman,0.0,0.0,1976
178543,Blind Pig Who Wants to Fly,1.0,6.0,2008
288291,What Is to Be Done?,1.0,5.0,1970
80184,The Hidden Face,213.0,7.3,2011
52349,In Gold We Trust,14.0,5.2,2010
3051,Eye of the Devil,12.0,6.8,1966
48373,Listen to Your Heart,38.0,7.5,2010
47682,Dead on Time,0.0,0.0,1983
20683,Pale Cocoon,16.0,6.8,2006
77949,The Awakening,470.0,6.3,2011
41411,The Round Up,325.0,7.5,2010
45595,Miral,15.0,5.1,2010
28524,Princess of Mars,10.0,3.1,2009
92117,Like Water,16.0,6.4,2011
37928,Cencoroll,13.0,6.3,2009
91010,Game Change,98.0,6.4,2012
216672,Kill by Inches,0.0,0.0,1999
63493,The Ledge,103.0,5.9,2011
42507,Bestseller,18.0,6.0,2010
64688,21 Jump Street,4151.0,6.7,2012
82532,"Jeff, Who Lives at Home",220.0,6.1,2011
14346,Blackballed: The Bobby Dukes Story,5.0,5.5,2004
61020,Adventures of Captain Marvel,1.0,7.0,1941
261035,Captain Midnight,0.0,0.0,1942
293097,Harmagedon - Erään maailman loppu,0.0,0.0,1986
37942,City of Fear,6.0,6.3,1959
25435,Treed Murray,5.0,7.8,2001
144326,Satan Never Sleeps,4.0,5.6,1962
170936,SOS Coast Guard,2.0,4.0,1937
64786,Yes or No,22.0,7.7,2010
79374,Blind,31.0,7.5,2011
81796,Lockout,722.0,5.8,2012
59421,Bedevilled,89.0,7.3,2010
70585,Lucky,31.0,4.9,2011
54358,Resurrect Dead: The Mystery of the Toynbee Tiles,18.0,6.9,2011
81390,A Lonely Place to Die,160.0,6.2,2011
28063,"Caltiki, the Immortal Monster",6.0,5.9,1959
67748,Snowtown,107.0,6.3,2011
61984,Space Battleship Yamato,59.0,6.3,2010
52826,Nothing Lasts Forever,8.0,7.1,1984
113038,Zero Bridge,1.0,5.0,2011
45273,The Bleeding,10.0,2.9,2009
95675,Wreckers,15.0,5.9,2011
36944,Fat Head,17.0,6.6,2009
114412,Public Housing,2.0,8.5,1997
213938,The Runner,2.0,6.0,1984
273807,Last Exit,0.0,0.0,2003
79754,Verbo,11.0,4.0,2011
64108,The Frankenstein Syndrome,20.0,4.9,2010
99698,A Thousand Months,4.0,5.0,2003
145504,The Secret Nation,2.0,8.3,1989
229670,Manrape,0.0,0.0,1978
42147,Passion of Love,7.0,7.1,1981
55245,!Women Art Revolution,2.0,4.3,2010
80304,Casa De Mi Padre,104.0,5.5,2012
56591,Corman's World: Exploits of a Hollywood Rebel,23.0,7.4,2011
83195,Tropical Fish,2.0,7.0,1995
40056,Prom Queen: The Marc Hall Story,5.0,5.6,2004
48038,Evolver,6.0,5.7,1994
79221,Letters to Santa,25.0,7.1,2011
214857,Dragon Age: Redemption,1.0,7.0,2011
80767,Jiro Dreams of Sushi,239.0,7.8,2011
82533,Damsels in Distress,67.0,5.6,2012
74237,A Skin Too Few: The Days of Nick Drake,6.0,7.3,2002
64992,Human Lanterns,5.0,6.7,1982
61895,Pageant,3.0,5.3,2008
67696,A Warm December,6.0,6.0,1973
33569,White Night Wedding,2.0,5.5,2008
81025,Salmon Fishing in the Yemen,325.0,6.3,2011
77553,Hotel,9.0,6.3,1967
35435,Eden of the East Movie I: The King of Eden,22.0,6.9,2009
44734,Eden of the East Movie II: Paradise Lost,18.0,6.8,2010
89191,Saving Face,8.0,7.1,2012
158068,Admiral Yamamoto,2.0,8.8,1968
94204,Meeting Evil,59.0,4.7,2012
57165,Wrath of the Titans,1459.0,5.5,2012
44032,Bending The Rules,22.0,5.2,2012
362758,Seven Brothers,0.0,0.0,1939
96398,Paan Singh Tomar,28.0,7.3,2012
42998,The Horrible Dr. Hichcock,5.0,5.8,1962
74308,Detachment,343.0,7.3,2011
100656,Four Sided Triangle,2.0,5.8,1953
26881,The Incredible Hulk Returns,19.0,5.4,1988
75576,Answers to Nothing,4.0,4.1,2011
86820,4:44 Last Day on Earth,48.0,4.4,2011
10679,Iron Sky,563.0,5.6,2012
28533,The Ghost,2.0,5.5,1963
74777,Absentia,121.0,5.8,2011
70845,There's Something Wrong with Aunt Diane,22.0,6.7,2011
71552,American Reunion,1641.0,6.1,2012
66895,Ticked-Off Trannies with Knives,7.0,5.6,2010
94329,The Raid,1076.0,7.3,2011
22970,The Cabin in the Woods,2314.0,6.6,2012
81342,Delicacy,138.0,6.5,2011
74306,God Bless America,373.0,7.0,2011
87098,The Desert of Forbidden Art,1.0,5.0,2011
80432,The Wayshower,0.0,0.0,2011
2929,Frankenstein,34.0,6.4,1910
72958,The Clay Bird,12.0,6.1,2002
178535,The Dupes,2.0,7.5,1973
51991,Romantics Anonymous,148.0,6.4,2010
251797,The Unknown Woman,0.0,0.0,2011
28136,Popatopolis,7.0,6.9,2009
43309,The Gamma People,3.0,6.2,1956
28912,"Wild, Wild Planet",4.0,4.0,1965
37586,Egg,8.0,4.8,2007
256044,Village People Radio Show,1.0,5.0,2007
73889,The Day I Was Not Born,8.0,6.3,2010
36228,Genesis,16.0,6.7,1998
37084,The Big Night,5.0,7.4,1951
85052,Housefull 2,28.0,5.0,2012
85050,Agent Vinod,17.0,5.3,2012
39172,After,3.0,5.3,2009
258227,Lust for Gold,0.0,0.0,1974
72551,Footnote,21.0,6.7,2011
85033,Café de Flore,60.0,6.8,2011
91070,L!fe Happens,66.0,5.3,2011
14686,Midnight Movie,22.0,5.6,2008
75132,Ollie Hopnoodle's Haven of Bliss,1.0,10.0,1988
56180,The Silent House,46.0,5.3,2010
92182,Silent House,125.0,5.2,2011
75778,Wild About Harry,2.0,4.3,2000
274325,Keeping the Promise,0.0,0.0,1997
42960,Helsinki Napoli - All Night Long,1.0,6.0,1987
76489,The Three Stooges,143.0,4.9,2012
70436,The Raven,432.0,6.1,2012
76346,The Ballad of Nessie,22.0,7.3,2011
54271,The Big Bang,40.0,5.5,2011
62764,Mirror Mirror,1148.0,5.5,2012
44833,Battleship,2141.0,5.5,2012
50365,Our Day Will Come,41.0,6.8,2010
206953,Louis Theroux: America's Most Hated Family in Crisis,16.0,7.5,2011
45993,The Woman in the Rumor,6.0,7.5,1954
206997,Appropriate Adult,3.0,7.0,2011
73872,Terraferma,21.0,6.5,2011
28715,Madhouse,21.0,6.0,1974
82327,Goodbye First Love,34.0,6.4,2011
74534,The Best Exotic Marigold Hotel,468.0,6.9,2011
41120,Rush: Beyond the Lighted Stage,21.0,8.2,2010
58287,Position Among the Stars,3.0,9.0,2011
111037,The Second Time Around,1.0,4.0,1961
77881,Crime After Crime,3.0,5.3,2011
91292,Black Pond,7.0,5.3,2011
109979,18 Years Later,12.0,7.1,2010
73211,King of Devil's Island,67.0,7.2,2010
40720,Twelve,99.0,6.0,2010
60405,Sharpay's Fabulous Adventure,110.0,5.3,2011
86455,"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",0.0,0.0,2009
91356,Comic-Con Episode IV: A Fan's Hope,15.0,6.6,2011
63310,Bullhead,106.0,7.4,2011
86727,Le Crabe-Tambour,6.0,6.0,1977
84404,Bully,63.0,7.2,2011
74447,The Hammer,11.0,6.0,2010
18591,Uncovered,12.0,5.5,1995
86416,The Chance of a Lifetime,1.0,6.0,1943
84660,The Flower in Hell,3.0,6.5,1958
255772,White Mountains,1.0,5.0,1964
75802,Hysteria,262.0,6.6,2011
39509,Cold Storage,2.0,4.0,2009
88609,Listen to Britain,8.0,5.5,1942
84820,The Mad Masters,10.0,6.5,1955
31967,Dante's Inferno: An Animated Epic,62.0,6.0,2010
45347,The Bleeding House,18.0,5.2,2011
121942,Barrier,3.0,6.7,1966
53191,Crazy Sexy Cancer,1.0,6.0,2007
54081,Aakrosh,9.0,6.4,2010
37434,Devil's Diary,9.0,4.0,2007
86975,Alambrista!,4.0,5.5,1977
48646,Androcles and the Lion,4.0,6.3,1952
138719,Super Demetrios,1.0,6.0,2011
56325,Naked Ambition: An R Rated Look at an X Rated Industry,11.0,4.3,2009
319656,Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,0.0,0.0,1983
37467,The Atomic Submarine,8.0,5.8,1959
37329,The Baron of Arizona,15.0,7.5,1950
72207,The Five-Year Engagement,466.0,5.7,2012
194498,The White Darkness,4.0,6.3,2002
19757,Icarus XB 1,16.0,6.7,1963
85621,Men in Hope,20.0,6.7,2011
61410,Spud,15.0,7.3,2010
111304,Black Sun,3.0,6.3,1964
74402,The Murderer Lives at Number 21,20.0,7.2,1942
68752,Judgment in Berlin,3.0,6.7,1988
28891,Elsewhere,33.0,5.8,2009
25154,The Marc Pease Experience,16.0,4.3,2009
73336,Buried Alive II,6.0,5.2,1997
23281,One Body Too Many,4.0,5.5,1944
328918,Slim Carter,0.0,0.0,1957
31223,In The Hands Of The Gods,2.0,5.0,2007
83330,The Catechism Cataclysm,7.0,3.9,2011
70386,The Devil's Rock,32.0,5.7,2011
67660,Think Like a Man,287.0,6.9,2012
77877,The Lucky One,981.0,6.8,2012
48008,Diverted,1.0,5.0,2009
145878,The First Texan,3.0,3.2,1956
304375,"Good-bye, My Lady",2.0,7.5,1956
84569,Chosin,1.0,7.0,2010
242621,Nob Hill,2.0,3.0,1945
17347,Bride Flight,10.0,6.9,2008
43373,Chained for Life,2.0,5.0,1952
284694,The Scarlet Letter,0.0,0.0,1979
79042,If a Tree Falls: A Story of the Earth Liberation Front,11.0,6.3,2011
73563,The Greening of Whitney Brown,11.0,6.0,2011
72387,Safe,808.0,6.3,2012
106373,"That Day, on the Beach",2.0,7.5,1983
28238,Hamlet,22.0,7.3,2009
89287,The Fairy,17.0,6.1,2011
105583,Diaries Notes and Sketches,3.0,9.0,1969
253808,3rd World Hero,2.0,8.5,2000
106605,Kept Husbands,2.0,2.5,1931
91352,The Swell Season,9.0,6.4,2011
159900,"Ella Lola, a la Trilby",1.0,4.0,#VALUE!
162284,Guilty Hands,0.0,0.0,1931
61361,L'outremangeur,2.0,8.0,2002
57119,Jumping the Broom,57.0,6.0,2011
148371,A Story Written with Water,2.0,8.5,1965
15135,Feast III: The Happy Finish,42.0,5.0,2009
66125,Red Dog,83.0,7.1,2011
88478,Any Questions for Ben?,9.0,6.2,2012
131476,Sweet Bunch,6.0,7.0,1983
25799,Amu,6.0,6.7,2005
62213,Dark Shadows,2383.0,5.7,2012
13486,The Scorpion King: Rise of a Warrior,138.0,4.3,2008
84177,Big Boys Gone Bananas!*,7.0,7.2,2011
58390,Ciao Bella,1.0,5.0,2007
140781,Daylight,1.0,5.0,2011
89326,96 Minutes,28.0,5.6,2011
92000,Columbus Circle,79.0,5.9,2012
40161,The Decoy Bride,68.0,6.1,2011
135686,The Headhunter's Sister,0.0,0.0,1997
77957,Angels Crest,20.0,5.9,2011
63946,Viva Riva!,5.0,5.4,2010
82624,The Forgiveness of Blood,18.0,6.7,2011
59835,Among Wolves,8.0,5.6,2010
92493,Edwin Boyd: Citizen Gangster,16.0,5.5,2011
50037,Beyond the Black Rainbow,78.0,5.7,2010
47479,The Last Play at Shea,3.0,4.7,2010
23683,The Poker Club,3.0,5.7,2008
79934,The Clown,41.0,7.2,2011
73963,Creature,16.0,4.0,2011
73881,Thawing Out,7.0,5.7,2009
159907,"Turkish Dance, Ella Lola",2.0,4.5,#VALUE!
200157,Walking with Beasts,11.0,7.3,2001
26815,Rocket Singh: Salesman of the Year,28.0,7.0,2009
103243,Vicky Donor,37.0,6.9,2012
84496,Zig Zag,2.0,8.3,1970
111188,Extraordinary Stories,4.0,8.0,2008
258253,Small Town of Anara,1.0,7.0,1978
51823,Across the Line: The Exodus of Charlie Wright,13.0,6.1,2010
61979,Three Steps Above Heaven,513.0,7.4,2010
76493,The Dictator,1789.0,5.9,2012
80169,Thrive,13.0,6.5,2011
73517,Boys Love,5.0,2.8,2006
73600,Bombay Talkie,1.0,6.0,1970
37497,Border Radio,4.0,4.9,1987
93084,Keyhole,12.0,5.8,2011
28500,Before The Dinosaurs - Walking With Monsters,12.0,7.3,2005
231763,"Boys Diving, Honolulu",0.0,0.0,1901
86850,The Island President,3.0,4.8,2012
14400,The Heir Apparent: Largo Winch,176.0,6.1,2008
48620,The Mighty Macs,15.0,5.0,2009
76011,My Blue Heaven,0.0,0.0,1950
22683,Gifted Hands: The Ben Carson Story,85.0,7.5,2009
132122,Chains,2.0,7.0,1949
110573,The Woman Who Dared,2.0,6.5,1944
362151,Nuoruuteni savotat,1.0,6.0,1988
288165,Safrana or Freedom of Speech,0.0,0.0,1978
97038,The Rose Seller,9.0,6.5,1998
167408,Galileo,1.0,7.0,1975
41154,Men in Black 3,4228.0,6.3,2012
58595,Snow White and the Huntsman,3183.0,5.8,2012
199196,The Harvest Month,1.0,5.0,1956
140036,Olympian Holiday,4.0,6.3,1976
122341,Pine Flat,0.0,0.0,2006
109016,Back Street,1.0,7.0,1941
118131,Where East is East,1.0,5.0,1929
86812,Sound of My Voice,109.0,6.3,2011
31559,The Steel Trap,3.0,5.3,1952
27646,Night of the Demons,42.0,4.6,2009
39401,The Secrets of Jonathan Sperry,8.0,6.7,2008
25121,Unnaipol Oruvan,10.0,6.9,2009
77561,EVA,108.0,6.4,2011
93856,Chernobyl Diaries,492.0,4.9,2012
78206,Chicken with Plums,44.0,6.8,2011
80742,School of Seduction,2.0,2.3,2004
161460,You Can't Win 'Em All,7.0,6.1,1970
63773,Leadbelly,2.0,6.5,1976
72197,The Pirates! In an Adventure with Scientists!,379.0,6.4,2012
85546,A Better Life,42.0,6.0,2012
111839,Hemingway & Gellhorn,40.0,6.1,2012
26864,The Fish Child,15.0,6.0,2009
94363,Hick,156.0,5.6,2011
70981,Prometheus,5152.0,6.3,2012
111440,The Pact,194.0,5.5,2012
44997,Phyllis and Harold,1.0,6.0,2010
35691,Letters to God,37.0,6.5,2010
92591,Bernie,325.0,6.5,2012
79990,Desi Boyz,30.0,6.0,2011
101288,Ten North Frederick,2.0,7.0,1958
77084,3 A.M.,5.0,5.0,2001
36334,Deadline - U.S.A.,17.0,6.9,1952
12645,Inhale,39.0,6.3,2010
169747,Rated X: A Journey Through Porn,3.0,7.3,1999
169022,Just Friends?,4.0,6.5,2009
86555,Take This Waltz,127.0,6.3,2011
50077,Berlin '36,7.0,4.0,2009
48392,Sound of Noise,38.0,7.6,2010
155953,The Blot,3.0,7.3,1921
106020,Dr. Crippen,2.0,6.0,1964
104396,Dickson Experimental Sound Film,18.0,6.7,#VALUE!
50647,Wanderlust,402.0,5.3,2012
85293,Harriet Craig,5.0,7.3,1950
43598,Ladies They Talk About,11.0,5.8,1933
83666,Moonrise Kingdom,1701.0,7.6,2012
45054,There Be Dragons,28.0,5.8,2011
72477,Texas Killing Fields,133.0,5.7,2011
82825,Kahaani,61.0,7.3,2012
103269,Superman vs. The Elite,103.0,6.6,2012
79382,I Wish,46.0,7.1,2011
61296,Stavisky,10.0,6.3,1974
80151,Never Take Sweets from a Stranger,5.0,6.1,1960
80389,Get the Gringo,544.0,6.4,2012
109554,Suicide Manual,2.0,4.0,2003
26583,The Keeper,26.0,5.4,2009
50601,5 Days of War,63.0,5.8,2011
45244,"Life, Above All",6.0,7.3,2010
49830,Bio Slime,3.0,3.0,2010
13640,Superman: Doomsday,138.0,6.5,2007
44473,Entr'acte,26.0,6.8,1924
37000,A Lake,8.0,6.9,2008
54484,Tracy Morgan: Black & Blue,2.0,8.0,2010
60592,The Importance of Tying Your Own Shoes,13.0,5.9,2011
109379,The Peach Thief,3.0,6.0,1964
169652,Salomé,3.0,8.0,1972
110650,Outer Space,22.0,6.8,1999
64836,Exporting Raymond,7.0,5.9,2011
25564,Appointment with Danger,7.0,5.0,1951
61125,Vares - The Kiss of Evil,11.0,6.2,2011
85435,A Few Best Men,137.0,5.9,2011
79995,Late Bloomers,7.0,5.6,2011
12255,Cord,8.0,5.6,2000
83723,The Deadly Tower,4.0,5.4,1975
49014,Cosmopolis,337.0,5.1,2012
68472,House of the Rising Sun,19.0,4.2,2011
72358,A Thousand Words,381.0,6.0,2012
72334,Chimpanzee,48.0,6.5,2012
201703,Love's Deadly Triangle: The Texas Cadet Murder,2.0,5.0,1997
84332,Safety Not Guaranteed,562.0,6.8,2012
80321,Madagascar 3: Europe's Most Wanted,1857.0,6.4,2012
71326,Bunnyman,9.0,2.3,2011
109018,Athena,1.0,5.0,1954
64456,The Lawless,4.0,4.9,1950
65421,Eaux d'artifice,10.0,7.2,1953
43337,Inauguration of the Pleasure Dome,9.0,6.4,1954
68818,Blackthorn,73.0,6.6,2011
84355,Your Sister's Sister,140.0,6.5,2011
20847,The Needle,9.0,6.1,1988
48210,The Beekeeper,8.0,6.6,1986
39144,Dragon Ball: Curse of the Blood Rubies,46.0,6.2,1986
39145,Dragon Ball: Sleeping Princess in Devil's Castle,36.0,6.1,1987
22855,Superman/Batman: Public Enemies,158.0,6.7,2009
55215,Dead Space: Aftermath,34.0,5.9,2010
56191,Iria: Zeiram the Animation,3.0,8.0,1994
48393,Kidnapped,55.0,6.2,2010
66956,This Special Friendship,7.0,6.8,1964
46469,Proteus,3.0,6.7,2003
116776,Dragon Ball: Mystical Adventure,30.0,6.4,1988
39100,Dragon Ball Z: The World's Strongest,86.0,6.1,1990
62177,Brave,4760.0,6.7,2012
